Attrition,OverTime,JobLevel,TotalWorkingYears,Age,YearsInCurrentRole,MonthlyIncome,MaritalStatus,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,C0,C1
0,0,1,3,31,2,0.10852140898544611,1,3,3,1,-11.55768188737515,-2.6484596243059606
0,0,1,3,29,1,0.06053575195106517,1,3,4,3,-13.192544765032697,-1.8184263580378772
0,0,1,8,42,0,0.1560324825986079,2,3,3,4,-0.27174161017955356,-7.075423484288908
0,1,2,10,36,9,0.24593967517401394,1,2,3,2,-2.427785466828226,1.79031061273486
1,1,4,22,42,9,0.6722737819025523,2,3,1,3,9.921420724385342,6.089037041628543
0,0,4,28,46,15,0.8457603881037756,1,3,1,3,17.48201569264949,9.999050809926691
0,0,4,21,39,9,0.5812064965197216,1,2,4,2,7.016630729358283,7.3302284572515894
0,0,1,1,30,0,0.08879983125922801,0,3,3,4,-13.825414086889712,-4.176839627974346
0,0,2,10,36,4,0.25316388947479435,2,2,4,1,-3.0022219729869235,-0.25128214237002666
1,1,1,10,41,7,0.09328200801518667,0,1,4,2,1.06109562254548,-2.2243200922420527
0,1,1,4,22,2,0.09518034170006327,1,2,3,2,-17.74099807239719,3.6462330372419895
1,1,1,3,21,2,0.06143218730225691,2,2,2,1,-19.139527603725,3.6139840812026076
0,0,1,10,41,6,0.12481543978063699,1,4,3,2,0.9464993198175691,-2.6721857435866845
0,1,3,24,45,7,0.5189833368487661,0,1,1,2,13.178206324507393,4.660821747248784
0,0,2,6,29,4,0.4136258173381143,0,3,4,1,-10.848315915921454,1.4896156436620807
0,0,1,1,51,0,0.09038177599662518,1,3,4,3,2.07937594864962,-17.30693476877757
0,1,2,16,34,10,0.24984180552626029,1,2,4,3,0.002615502934020242,7.399557302504336
1,0,1,15,40,4,0.053206074667791606,2,3,1,4,3.1425702196870873,0.4178787714732213
0,1,3,20,42,0,0.6423750263657456,1,3,1,1,7.547557140642127,1.02241072855991
0,0,3,11,39,6,0.3811432187302257,1,4,3,4,0.2087979842089922,-0.6081929523818275
0,0,1,7,40,2,0.07266399493777685,1,3,2,2,-2.188546383826946,-5.652719612129626
0,0,3,10,45,8,0.339168951697954,0,3,2,1,4.353762019293747,-4.171737037723219
0,0,1,20,40,3,0.052309639316599876,1,3,3,3,6.227444923424564,3.316965980587854
1,1,3,11,34,2,0.4714722632356043,0,3,1,2,-4.03150084294424,0.908322054472503
0,0,3,10,32,7,0.5352246361527104,2,3,4,3,-5.617002800650624,3.5410673001952944
0,0,3,19,50,11,0.6464880826829783,0,2,1,4,14.232010410109538,-0.1480974243171609
0,0,1,13,37,8,0.09407298038388524,0,3,4,1,0.06788008032300752,2.6468438075414653
1,1,3,9,29,7,0.34507487871757014,2,3,4,3,-8.53301910965498,4.757407197302324
0,0,3,9,31,2,0.45496730647542716,1,3,1,1,-7.581305721877733,1.4689543782611612
0,0,1,5,38,4,0.14200590592701962,1,2,3,4,-4.754741573738116,-4.899832517357098
0,0,2,7,27,7,0.4731069394642481,2,3,3,4,-11.39304418602078,4.600736671930109
0,0,1,7,41,0,0.06480700274203754,1,3,1,3,-1.663417367571384,-7.105916905259459
0,0,5,21,40,7,0.9817021725374393,2,2,3,3,7.6135904891794866,5.963315497892905
0,0,2,8,30,3,0.16378401181185404,0,3,1,3,-8.936845316366586,1.7474191732044773
0,0,2,10,30,7,0.1308795612739928,0,3,3,3,-7.199838799522421,4.706178342197571
0,0,1,1,34,0,0.05267875975532588,0,3,2,2,-10.79193256732302,-6.668758139430675
0,0,2,5,40,4,0.191415313225058,1,3,1,4,-3.1691996774879527,-6.084202168153144
0,0,1,2,29,2,0.06791816072558532,0,3,2,4,-13.714594822570621,-2.0767617687172972
0,0,5,25,46,2,0.9529635098080573,1,3,2,4,14.140155055088918,2.781613449596575
0,1,3,12,41,7,0.37861210715039023,0,3,3,3,2.4808078417397397,-0.769195957851668
0,0,2,10,39,2,0.249261759122548,1,1,3,1,-0.9566856112245716,-2.9355105824315615
0,0,1,8,29,5,0.12033326302467832,0,3,2,4,-9.5365111653627,3.105011989567908
0,0,4,31,52,2,0.8197637629192154,1,3,4,4,22.445881715868694,2.902430378450326
0,1,1,8,37,4,0.10477747310693945,1,3,3,3,-3.5957981777127728,-2.3003852699396
0,1,1,8,44,2,0.11527103986500738,0,3,4,3,1.4805545048749806,-7.49250395688053
1,0,2,5,45,1,0.17280109681501793,1,3,1,1,0.27932263246367484,-10.419955766436956
0,0,2,5,47,0,0.10372284328200802,2,3,3,2,1.6722624333745202,-12.08606632159637
0,0,1,18,37,7,0.10678126977430923,0,3,1,4,3.1399803525135326,5.50496773044982
1,1,2,8,41,4,0.2628137523729171,2,3,4,2,-0.49580481337295623,-4.71189492997328
0,0,2,15,57,2,0.3029951487028053,1,3,3,4,15.866621178722326,-10.94161676781184
1,0,1,0,18,0,0.04719468466568234,2,3,3,3,-23.559837182634013,2.6716115162817786
0,0,2,9,32,1,0.29835477747310696,0,3,4,3,-7.010838508176672,0.3463826065698772
1,1,3,11,33,0,0.3983864163678549,2,3,1,1,-5.025698475827539,0.7155370682261637
0,0,1,4,32,0,0.06881459607677705,0,3,4,4,-10.394570506145481,-3.449359853322708
1,1,1,11,39,0,0.13905294241721156,2,2,1,1,-0.6244813692369817,-3.1944801784643175
1,1,3,31,58,9,0.4745306897279056,1,2,1,3,27.719927890317628,1.9382670183990314
0,1,2,10,31,5,0.29387260071714827,2,3,4,2,-6.677391237626271,3.2711281534369903
1,0,1,6,39,2,0.15265766715882723,2,3,1,3,-3.5896403590484596,-5.696200170348607
0,0,3,9,27,7,0.33763973845180345,1,3,1,3,-10.042371367572738,6.00174860725174
1,1,1,6,44,4,0.10161358363214511,2,3,3,3,0.4249348754833875,-7.999618808811043
0,0,1,8,45,3,0.06649441046192786,0,3,4,4,2.3520555977892883,-7.718480701704557
0,0,4,22,40,3,0.6588272516346763,1,2,2,3,7.7218234868420765,4.898200928667828
0,0,3,14,47,8,0.5773043661674753,1,3,2,3,8.419006647609507,-2.798942724059799
0,0,1,9,34,2,0.06865640160303733,2,3,2,4,-5.464097478622747,-0.5977205349414749
0,0,2,20,44,11,0.18624762708289389,2,3,4,4,10.242541685580079,4.165440831254335
0,0,2,17,36,7,0.191415313225058,1,4,1,1,1.8177410154742262,5.561230420423026
0,0,1,3,27,2,0.19046614638261972,1,1,3,1,-14.587468625539405,-0.12328762263503634
1,1,1,6,24,3,0.11564016030373338,2,3,2,1,-14.834561646227751,4.1134027840024405
0,0,3,20,39,6,0.5235709765872179,2,3,3,3,5.957142101558972,5.338944254630167
1,1,1,2,36,0,0.12544821767559589,1,2,3,4,-8.647967749104904,-7.260421355728987
0,0,3,16,50,2,0.43234549673064754,2,3,4,3,11.272952980730743,-5.8137385238704695
0,0,4,22,41,10,0.7912887576460662,2,3,2,4,9.280708140909887,7.119662223262018
1,1,2,10,31,2,0.2726218097447796,1,3,3,4,-7.02314466410354,2.0299444120702166
0,0,5,21,39,9,0.9630352246361527,1,2,4,3,7.089800242414832,7.411953142142923
0,1,1,6,44,3,0.07524783800885888,2,3,4,2,0.3117975219442002,-8.400273246844801
0,0,2,5,33,3,0.17459396751740142,2,2,2,4,-8.591041512709086,-2.10437238225564
0,0,2,6,33,0,0.3213984391478591,0,3,3,3,-8.284262804026216,-2.666916084791552
0,0,2,9,37,2,0.24899810166631514,0,2,4,3,-3.1100126333225475,-2.3623450734435565
0,0,1,17,37,4,0.12882303311537652,1,3,1,3,2.154921188627867,3.6229229291917537
1,0,1,5,27,3,0.10715039021303523,0,3,1,3,-13.195656273248911,1.5651443529223386
1,0,1,6,29,2,0.08104830204598186,1,2,2,3,-11.161875511684116,0.5736961468393904
0,0,3,24,44,6,0.48718624762708296,1,2,4,1,12.30641461055989,4.87499101617083
0,0,1,5,23,2,0.09544399915629613,1,4,1,1,-16.339565778410254,3.6579261460014774
0,0,1,7,43,4,0.05695001054629825,0,4,4,4,0.31389120809860316,-6.727912430599911
1,1,1,10,29,7,0.12286437460451381,0,3,3,2,-8.026658137750516,5.2590130553050844
0,0,1,8,27,6,0.19853406454334532,1,2,1,4,-10.939848775065471,4.772521432441719
1,0,3,14,46,7,0.33247205230963933,1,3,2,3,7.542785777876155,-2.5871568457387966
0,0,1,8,32,4,0.10699219573929551,2,3,3,3,-7.3849271057087655,0.822737739645893
0,1,3,10,37,0,0.3497679814385151,2,3,2,1,-2.6352965764382716,-2.4440409472604934
0,0,2,12,30,9,0.10878506644167897,0,3,1,3,-5.692948237175784,6.837152932394798
0,0,2,8,38,7,0.15919637207340226,2,2,4,4,-2.427793719698947,-1.6141888709696381
0,0,2,6,33,2,0.23708078464458976,0,3,4,4,-8.057699794623773,-1.8543231367988753
0,1,2,10,43,7,0.24625606412149337,0,3,3,4,2.644628664934885,-3.4284478283021684
0,0,2,10,32,4,0.27478380088588905,1,3,2,2,-6.029469242598573,2.2317630285063856
0,0,1,6,31,2,0.1301413203965408,1,3,3,2,-9.643338625929047,-0.6781617658071468
0,0,2,9,52,2,0.11284539126766506,1,3,3,4,8.244083035898093,-11.770524812628857
0,1,4,23,44,11,0.6491773887365535,1,4,4,4,12.307265774092087,6.307171107161546
0,0,1,8,29,3,0.08031006116852986,0,2,4,1,-9.761055147654275,2.321333204999817
1,1,1,8,33,4,0.07524783800885888,1,3,4,3,-6.625969609957977,0.20365732896974187
1,1,2,4,31,2,0.18719679392533223,1,1,3,2,-10.853745878408137,-1.8899881373266965
0,1,3,10,37,8,0.5893271461716938,0,3,4,2,-1.7059470500115737,0.8374862455879484
0,0,1,7,38,0,0.12112423539337693,1,3,3,4,-3.936889514900585,-5.230118254706177
0,0,1,8,33,7,0.09212191520776207,1,3,2,4,-6.281114675614496,1.4181229661333337
